titulos,enlaces,precios,habitaciones,baños,metros_cuadrados,ciudades
"CIUDADELA MONTEAZUL, Apartamento en Venta en Tres esquinas, Sabaneta",https://www.fincaraiz.com.co/proyectos-vivienda/ciudadela-monteazul-apartamentos-en-venta-en-sabaneta/1127158,503090000,2,2,69,sabaneta
"La Plazuela, Apartamentos en Venta en Boston, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/la-plazuela-apartamentos-en-venta-en-boston-barranquilla/15017157,324465000,3,2,62.31,barranquilla
"CANEY RESERVADO, Apartamento en Venta en Fontibon, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/caney-reservado-apartamentos-en-venta-en-fontibon-bogota/5772437,194951000,2,1,37.96,bogotá
"REVERDECER, Apartamentos en Venta en La calera",https://www.fincaraiz.com.co/proyectos-vivienda/reverdecer-apartamentos-en-venta-en-la-calera/5641433,646000000,3,3,105.9,la calera
"LA RESERVA, Apartamento en Venta en La felicidad, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/la-reserva-apartamentos-en-venta-en-la-felicidad-bogota/15017289,2146127400,4,5,221.79,bogotá
"VALLE DEL NORTE, Apartamento en Venta en Bello",https://www.fincaraiz.com.co/proyectos-vivienda/valle-del-norte-apartamentos-en-venta-en-bello/15017255,414515000,2,2,60.22,bello
"RIVERA DE LOS GUADUALES, Casas en Venta en Zona Norte, Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/rivera-de-los-guaduales-casas-en-venta-en-zona-norte-jamundi/10711474,343968901,3,2,72.61,jamundí
"LOS NARANJOS CONJUNTO CAMPESTRE, Apartamento en Venta en Cr. los naranjos, Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/los-naranjos-conjunto-campestre-apartamentos-en-venta-en-cr-los-naranjos-jamundi/1212247,184900000,2,2,63.08,jamundí
"VIGO, Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/proyectos-vivienda/vigo-apartamentos-en-venta-en-laureles-medellin/15017490,353927000,1,1,30.62,medellín
"SENZA APARTAMENTOS, Apartamento en Venta en Santa maria, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/senza-apartamentos-apartamentos-en-venta-en-santa-maria-barranquilla/15017357,176836600,2,2,50.5,barranquilla
"View Point, Apartamentos en Venta en Villa Campestre, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/view-point-apartamentos-en-venta-en-villa-campestre-barranquilla/10792397,222074595,2,2,54,barranquilla
"Brisas del Jardín, Apartamento en Venta en La esperanza, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/brisas-del-jardin-apartamentos-en-venta-en-la-esperanza-cartagena/15017162,195000000,2,1,53.96,cartagena
"Maca, Apartamento en Venta en Cachipay, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/maca-apartamentos-en-venta-en-cachipay-cali/15017484,262041000,2,1,62,cali
"MILAN 170, Apartamento en Venta en Los laureles, Manizales",https://www.fincaraiz.com.co/proyectos-vivienda/milan-170-apartamentos-en-venta-en-milan-manizales/7642953,360000000,1,1,46.63,manizales
"PARQUES DE MONTANA, Casa en Venta en La Morada, Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/parques-de-montana-casas-en-venta-en-la-morada-jamundi/15016964,165000000,0,0,150,jamundí
"ROBLE ALTO PILARICA, Apartamentos en Venta en La pilarica, Medellín",https://www.fincaraiz.com.co/proyectos-vivienda/roble-alto-pilarica-apartamentos-en-venta-en-la-pilarica-medellin/6932681,431000000,2,2,68.42,medellín
"GIRASOLES DEL CASTILLO, Casa en Venta en Ciudad Campestre, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/girasoles-del-castillo-casas-en-venta-en-el-castillo-cali/5814689,402800000,2,2,84.62,cali
"MORRO HOUSE CONDOMINIO, Apartamento en Venta en El Morro, Tubará",https://www.fincaraiz.com.co/proyectos-vivienda/morro-house-condominio-apartamentos-en-venta-en-el-morro-tubara/7096819,600000000,3,2,120,tubará
"Izola Zentral, Apartamento en Venta en Fontibon, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/izola-zentral-apartamentos-en-venta-en-hayuelos-bogota/5310953,499591000,3,2,62.75,bogotá
"LOS ROBLES, Casas en Venta en Chuntame, Cajicá",https://www.fincaraiz.com.co/proyectos-vivienda/los-robles-casas-en-venta-en-chuntame-cajica/15017473,1250000000,3,4,173,cajicá
"MAUI, Apartamentos en Venta en Ciudad Mallorquín, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/maui-apartamentos-en-venta-en-ciudad-mallorquin-barranquilla/15017053,181000000,2,2,57.34,barranquilla
"ELEMENTAL, Apartamentos en Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/elemental-apartamentos-en-venta-en-engativa-bogota/15017445,330000000,1,1,22,bogotá
"BAUME, Casas en Venta en La Morada, Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/baume-casas-en-venta-en-la-morada-jamundi/15016863,416000000,3,2,92.66,jamundí
"TORRES DE PANORAMA, Apartamento en Venta en Villa panorama, Paipa",https://www.fincaraiz.com.co/proyectos-vivienda/torres-de-panorama-apartamentos-en-venta-en-paipa/5953965,192172500,3,2,62,paipa
"LORCA, Apartamento en Venta en Nueva Castilla, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/lorca-apartamentos-en-venta-en-nueva-castilla-bogota/6639082,350416000,2,2,56.76,bogotá
"SAMANES APARTAMENTOS, Apartamento en Venta en Prados del Este, Cúcuta",https://www.fincaraiz.com.co/proyectos-vivienda/samanes-apartamentos-apartamentos-en-venta-en-prados-del-este-cucuta/7055853,272000000,2,2,48.58,cúcuta
"CITIZEN, Apartamento en Venta en Interindustrial, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/citizen-apartamentos-en-venta-en-interindustrial-bogota/15016898,538139000,2,2,58.39,bogotá
"ZENTO 75 LOFT, Apartamento en Venta en Pance, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/zento-75-loft-apartamentos-en-venta-en-pance-cali/5790637,611100000,1,2,65,cali
"VIOLET, Apartamento en Venta en Cachipay, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/violet-apartamentos-en-venta-en-cachipay-cali/15017417,400000000,3,2,77,cali
"ZUE GRANATE, Apartamentos en Venta en Soacha",https://www.fincaraiz.com.co/proyectos-vivienda/zue-granate-apartamentos-en-venta-en-soacha/15017447,172853050,2,2,47,soacha
"PORTOROSSO APARTAMENTOS, Apartamento en Venta en Ciudad Mallorquín, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/portorosso-apartamentos-apartamentos-en-venta-en-villa-campestre-barranquilla/5177821,531000000,3,3,91.42,barranquilla
"Milán, Apartamentos en Venta en Providencia, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/milan-apartamentos-en-venta-en-providencia-cartagena/7941768,336106000,2,2,65.53,cartagena
"El Jardín Azucena, Apartamento en Venta en La esperanza, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/el-jardin-azucena-apartamentos-en-venta-en-la-esperanza-cartagena/15017170,213525000,2,2,65.02,cartagena
"ZAKURA GOLD, Casas en Venta en Villa del rosario",https://www.fincaraiz.com.co/proyectos-vivienda/zakura-gold-casas-en-venta-en-villa-del-rosario/1336838,550000000,3,3,134.26,villa del rosario
"BALUARTE DEL PUERTO, Apartamentos en Venta en Bellavista, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/baluarte-del-puerto-apartamentos-en-venta-en-bellavista-cartagena/15016817,228871503,2,2,52.69,cartagena
"Génova, Apartamentos en Venta en Metropolitana, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/genova-apartamentos-en-venta-en-metropolitana-barranquilla/7883934,278837000,1,2,40.4,barranquilla
"TORRE DE LOS ANDES, Apartamento en Venta en La Floresta, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/torre-de-los-andes-apartamentos-en-venta-en-andes/7707475,290500000,1,1,26.5,bogotá
"BAMBU, Apartamentos en Venta en Ibagué",https://www.fincaraiz.com.co/proyectos-vivienda/bambu-apartamentos-en-venta-en-ibague/15017047,405467000,3,2,90.46,ibagué
"SANTAFIORA, Casa en Venta en Apiay, Villavicencio",https://www.fincaraiz.com.co/proyectos-vivienda/santafiora-casas-en-venta-en-apiay-villavicencio/7485501,1200000000,4,6,250,villavicencio
"NOVA CONDOMINIO AVENUE, Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/nova-condominio-avenue-apartamentos-en-venta-en-valle-del-lili-cali/7896529,554802242,3,3,79.75,cali
"ZUCARE, Apartamento en Venta en Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/zucare-apartamentos-en-venta-en-jamundi/15017165,166000000,2,2,55,jamundí
"Country Masái, Apartamento en Venta en Bosques molinos, Floridablanca",https://www.fincaraiz.com.co/proyectos-vivienda/country-masai-apartamentos-en-venta-en-bosques-molinos-floridablanca/4036713,501147000,3,2,76.5,floridablanca
"MONTEBONITO APARTAMENTOS, Apartamento en Venta en Frailes, Dosquebradas",https://www.fincaraiz.com.co/proyectos-vivienda/montebonito-apartamentos-apartamentos-en-venta-en-frailes-dosquebradas/7962213,206772500,3,2,51.26,dosquebradas
"TUCUMA DE BELICIA, Apartamento en Venta en Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/tucuma-de-belicia-apartamentos-en-venta-en-jamundi/15017166,175900000,2,2,64.5,jamundí
"PORTAL DEL ALISO, Apartamentos en Venta en Ciudad verde, Soacha",https://www.fincaraiz.com.co/proyectos-vivienda/portal-del-aliso-apartamentos-en-venta-en-ciudad-verde-soacha/15017152,220000000,2,1,62.5,soacha
"MAJAGUA UNIDAD RESIDENCIAL, Apartamento en Venta en Hato viejo, Bello",https://www.fincaraiz.com.co/proyectos-vivienda/majagua-unidad-residencial-apartamentos-en-venta-en-el-trapiche-bello/7565354,163200000,1,1,41.49,bello
"HERMOSOS LOTES CAMPESTRES CON CABAÑA EN APULO CON PLANOS Y LICENCIA  PARA UNA CASA CAMPESTRE A SU GUSTO, Cabaña en Venta en Vereda San Antonio, Apulo",https://www.fincaraiz.com.co/proyectos-vivienda/hermosos-lotes-campestres-con-cabaña-en-apulo-con-planos-y-licencia-para-una-casa-campestre-a-su-gusto-cabañas-en-venta-en-vereda-san-antonio-apulo/10274346,199000000,1,1,1500,apulo
"TAMARINDO, Apartamentos en Venta en Cachipay, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/tamarindo-apartamentos-en-venta-en-cachipay-cali/15016861,262041000,2,1,62.35,cali
"AMBARÍ, Apartamento en Venta en La castellana, Montería",https://www.fincaraiz.com.co/proyectos-vivienda/ambari-apartamentos-en-venta-en-la-castellana-monteria/15017058,207546300,2,2,51.06,montería
"FIDELENA, Apartamento en Venta en Vegas de la doctora, Sabaneta",https://www.fincaraiz.com.co/proyectos-vivienda/fidelena-apartamentos-en-venta-en-vegas-de-la-doctora-sabaneta/15017052,519428000,3,3,84,sabaneta
"CAMPOS DE PANGOLA TORRES, Apartamentos en Venta en Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/campos-de-pangola-torres-apartamentos-en-venta-en-jamundi/4944230,195000000,2,2,62.63,jamundí
"LEVEN, Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/proyectos-vivienda/leven-apartamentos-en-venta-en-via-las-palmas-medellin/7220411,726900000,1,2,57.82,medellín
"ALCALA GRAN RESERVA, Apartamento en Venta en Comuna 16 - lagos del cacique, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/alcala-gran-reserva-apartamentos-en-venta-en-comuna-16-lagos-del-cacique-bucaramanga/15016657,1145601000,3,4,122.37,bucaramanga
"BOSQUES DE BOCHALEMA, Apartamentos en Venta en Bochalema, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/bosques-de-bochalema-apartamentos-en-venta-en-bochalema-cali/15017059,558965000,2,1,94.34,cali
"ALMENDRO APARTAMENTOS, Apartamento en Venta en El Recodo, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/almendro-apartamentos-apartamentos-en-venta-en-el-recodo-bogota/15017355,203243000,2,2,44.2,bogotá
"VIVERDI, Apartamento en Venta en San fernando viejo, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/viverdi-apartamentos-en-venta-en-san-fernando-viejo-cali/7883085,515069000,2,2,72.68,cali
"CISNES B, Casa en Venta en El Castillo, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/cisnes-b-casas-en-venta-en-el-castillo-cali/10703643,789100000,3,3,173.55,cali
"LIF 91, Apartamento en Venta en Cr. los arroyuelos, Ibagué",https://www.fincaraiz.com.co/proyectos-vivienda/lif-91-apartamentos-en-venta-en-cañaveral-et-i-ibague/6581385,192172500,2,2,51.07,ibagué
"LANAI, Apartamento en Venta en Ciudad Mallorquín, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/lanai-apartamentos-en-venta-en-puerto-colombia/15017062,192172500,2,2,57.59,barranquilla
"PORTO NOVO, Apartamento en Venta en Marbella, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/porto-novo-apartamentos-en-venta-en-marbella-cartagena/7766182,1044964000,3,2,109.37,cartagena
"ASTURIAS APARTAMENTOS CAMPESTRES, Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/asturias-apartamentos-campestres-apartamentos-en-venta-en-cerritos-pereira/6558820,608336157,2,3,81.1,pereira
"Saona, Apartamentos en Venta en Ciudad jardin, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/saona-apartamentos-en-venta-en-ciudad-jardin-cali/4990436,729523000,2,2,88.97,cali
"Belaterra Praia, Apartamentos en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/belaterra-praia-apartamentos-en-venta-en-valle-del-lili-cali/15017153,195000000,2,2,56.19,cali
"TORRES DEL PARQUE, Apartamento en Venta en URBANIZACION CANARIAS, Santa marta",https://www.fincaraiz.com.co/proyectos-vivienda/torres-del-parque-apartamentos-en-venta-en-ub-sierra-adentro-santa-marta/5133825,273000000,3,2,67.69,santa marta
"La Scala, Apartamentos en Venta en San jose de bavaria, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/la-scala-apartamentos-en-venta-en-san-jose-de-bavaria-bogota/10566025,598229000,3,2,66.2,bogotá
"PELLARES DEL CASTILLO TIPO A, Casas en Venta en El Castillo, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/pellares-del-castillo-tipo-a-casas-en-venta-en-el-castillo-cali/7107296,653600000,3,3,141,cali
"MAKANI, Apartamento en Venta en Ciudad Mallorquín, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/makani-apartamentos-en-venta-en-puerto-colombia/15017063,209004705,2,2,56.06,barranquilla
"MAKARÍ CAMPESTRE, Lote en Venta en El estanquillo bajo, Dosquebradas",https://www.fincaraiz.com.co/proyectos-vivienda/makari-campestre-lotes-en-venta-en-el-estanquillo-bajo-dosquebradas/7435635,326267244,0,0,281.09,dosquebradas
"CASALAGO, Casa en Venta en Alfaguara, Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/casalago-casas-en-venta-en-alfaguara-jamundi/15017308,715000000,3,2,144.26,jamundí
"TOLEDANA DEL SUR, Apartamento en Venta en Yarumito, La estrella",https://www.fincaraiz.com.co/proyectos-vivienda/toledana-del-sur-apartamentos-en-venta-en-suramerica-la-estrella/15016688,706694000,3,2,93.29,la estrella
"PARQUES DE SURAMERICA, Apartamento en Venta en Itaguí, La estrella",https://www.fincaraiz.com.co/proyectos-vivienda/parques-de-suramerica-apartamentos-en-venta-en-suramerica-la-estrella/15017256,550553000,2,2,63.22,la estrella
"INAWA, Apartamento en Venta en Serena del Mar, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/inawa-apartamentos-en-venta-en-serena-del-mar-cartagena/15017061,547312000,2,2,73.17,cartagena
"DEKAT GUADALUPE, Apartamento en Venta en Cuarto de legua - guadalupe, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/dekat-guadalupe-apartamentos-en-venta-en-cuarto-de-legua-guadalupe-cali/15017169,225000000,1,1,34,cali
"PRADOS DEL NARANJO, Apartamentos en Venta en Prados del norte, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/prados-del-naranjo-apartamentos-en-venta-en-prados-del-norte-cali/5451766,375000000,2,2,67,cali
"TIERRALINDA DE LOS FARALLONES, Apartamento en Venta en Bochalema, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/tierralinda-de-los-farallones-apartamentos-en-venta-en-tierralinda-cali/10051563,215900000,2,2,55,cali
"VILANOVA, Apartamento en Venta en Villemar, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/vilanova-apartamentos-en-venta-en-villemar-bogota/15017083,230607000,2,1,42,bogotá
"MONTEREAL, Apartamento en Venta en Niquia, Bello",https://www.fincaraiz.com.co/proyectos-vivienda/montereal-apartamentos-en-venta-en-niquia-bello/15017055,283855000,1,2,47.54,bello
"ARROYUELOS, Casa en Venta en El cerrito",https://www.fincaraiz.com.co/proyectos-vivienda/arroyuelos-casas-en-venta-en-cali/10223413,149721595,1,1,30.05,el cerrito
"COUNTRY PARK, Apartamento en Venta en Cañaveral, Floridablanca",https://www.fincaraiz.com.co/proyectos-vivienda/country-park-apartamentos-en-venta-en-floridablanca/7347973,590443000,3,2,89.24,floridablanca
"Metrópoli 30, Apartamentos en Venta en Ricaurte, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/metropoli-30-apartamentos-en-venta-en-ricaurte-bogota/10389240,225719000,1,1,26.25,bogotá
"TIERRALINDA DE LA PLANICIE, Apartamento en Venta en Bochalema, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/tierralinda-de-la-planicie-apartamentos-en-venta-en-tierralinda-cali/7217724,202690570,2,2,63.02,cali
"ZUE TURQUESA, Apartamentos en Venta en Soacha",https://www.fincaraiz.com.co/proyectos-vivienda/zue-turquesa-apartamentos-en-venta-en-soacha/15017448,200000000,2,2,57,soacha
"LEPARC 29, Apartamento en Venta en Santa monica, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/leparc-29-apartamentos-en-venta-en-santa-monica-cali/10617448,412130708,1,1,31.06,cali
"PIAZZA, Apartamentos en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/piazza-apartamentos-en-venta-en-valle-del-lili-cali/10739934,475740268,2,2,73.9,cali
"NUEVO POBLADO - TORRE BAENA, Apartamentos en Venta en Viviendas del Sur, Itaguí",https://www.fincaraiz.com.co/proyectos-vivienda/nuevo-poblado-torre-baena-apartamentos-en-venta-en-viviendas-del-sur-itagui/10728987,420511570,3,2,61.55,itaguí
"MISSONI, Apartamento en Venta en Riomar, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/missoni-apartamentos-en-venta-en-riomar-barranquilla/15017054,372998415,1,1,57.52,barranquilla
"RESERVA LOS ROBLES, Casas en Venta en Cajicá",https://www.fincaraiz.com.co/proyectos-vivienda/reserva-los-robles-casas-en-venta-en-cajica/15017466,500000000,0,0,306,cajicá
"SAKURA, Apartamentos en Venta en Bochalema, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/sakura-apartamentos-en-venta-en-bochalema-cali/10721485,505475298,2,2,84.59,cali
"URBAN 17-40 LOCALES, Local en Venta en El rubi et i, Mosquera",https://www.fincaraiz.com.co/proyectos-vivienda/urban-1740-locales-locales-en-venta-en-el-rubi-et-i-mosquera/15016792,189900000,0,0,22.34,mosquera
"PORTUS 352, Apartamentos en Venta en Ciudad los alamos, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/portus-352-apartamentos-en-venta-en-ciudad-los-alamos-cali/3633056,640300000,3,2,87,cali
"CENTURY MALL, Local en Venta en Frailes, Dosquebradas",https://www.fincaraiz.com.co/proyectos-vivienda/century-mall-locales-en-venta-en-frailes-dosquebradas/15017136,174352500,0,0,21.7,dosquebradas
"Puerta Dorada El Lago, Apartamento en Venta en Veinte de julio, Barranquilla",https://www.fincaraiz.com.co/proyectos-vivienda/puerta-dorada-el-lago-apartamentos-en-venta-en-veinte-de-julio-barranquilla/15017210,204631000,2,2,56.48,barranquilla
"LOS ALMENDROS, Apartamentos en Venta en La felicidad, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/los-almendros-apartamentos-en-venta-en-la-felicidad-bogota/15017290,549579600,2,2,59.92,bogotá
"MIRADOR DEL PARQUE, Casas en Venta en Jamundí",https://www.fincaraiz.com.co/proyectos-vivienda/mirador-del-parque-casas-en-venta-en-jamundi/15017415,210622000,2,1,54.85,jamundí
